Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-11-21 19:00:00, 36.7930, -122.0962,  2.7,  68,  9.6,  9.8
2011-11-21 19:30:00, 36.7998, -122.1161,  2.0,  75,  7.6, 11.6
2011-11-21 20:00:00, 36.8070, -122.1375,  2.7,  62,  9.4,  9.8
2011-11-21 20:30:00, 36.8141, -122.1580,  2.0,  70,  7.3,  9.8
2011-11-21 21:00:00, 36.8121, -122.1657,  2.2,  73,  8.2,  9.8
2011-11-21 21:30:00, 36.8113, -122.1642,  2.6,  61,  9.3,  9.1
2011-11-21 22:00:00, 36.8107, -122.1626,  2.5,  86,  8.9, 10.7
2011-11-22 00:30:00, 36.8033, -122.1408,  2.2,  79,  9.1, 11.6
2011-11-22 01:00:00, 36.8010, -122.1339,  2.2,  68,  8.4, 11.6
2011-11-22 01:30:00, 36.7986, -122.1271,  1.8,  88,  7.7,  7.5
2011-11-22 02:00:00, 36.7960, -122.1194,  1.9,  82,  7.1, 10.7
2011-11-22 02:30:00, 36.7961, -122.1130,  1.7,  81,  7.7,  9.1
2011-11-22 03:00:00, 36.7979, -122.1080,  1.9,  66,  7.7, 11.6
2011-11-22 03:30:00, 36.7942, -122.1119,  1.6,  71,  7.2,  8.0
2011-11-22 04:00:00, 36.7986, -122.1100,  1.7,  52,  7.5, 11.6
2011-11-22 04:30:00, 36.7940, -122.1079,  1.4,  52,  7.5, 11.6
2011-11-22 05:00:00, 36.7983, -122.1118,  2.0, 100,  9.6, 10.7
2011-11-22 05:30:00, 36.7974, -122.1065,  1.5,  72,  7.3,  9.8
2011-11-22 06:00:00, 36.7957, -122.1133,  1.7,  82,  6.3, 10.7
2011-11-22 06:30:00, 36.7986, -122.1099,  2.0,  84,  7.0,  7.5
2011-11-22 07:00:00, 36.7975, -122.1064,  1.6,  77,  7.6, 11.6
2011-11-22 07:30:00, 36.7939, -122.1103,  1.7,  56,  8.4, 10.7
2011-11-22 08:00:00, 36.7990, -122.1109,  1.8,  72,  8.2,  9.8
2011-11-22 08:30:00, 36.7979, -122.1077,  1.5,  82,  7.2, 10.7
2011-11-22 09:00:00, 36.7958, -122.1070,  1.4,  64,  8.3, 10.7
2011-11-22 09:30:00, 36.7934, -122.1086,  1.4,  87,  6.6, 10.7
2011-11-22 10:00:00, 36.7990, -122.1110,  1.3,  29,  7.6, 11.6
2011-11-22 10:30:00, 36.7981, -122.1084,  1.2,  75,  6.8,  8.0
2011-11-22 11:00:00, 36.7963, -122.1067,  1.4,  65,  7.1,  9.8
2011-11-22 11:30:00, 36.7938, -122.1108,  1.2,  72,  7.7, 11.6
