Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-12-04 03:00:00, 36.7956, -122.1185,  1.5, 163,  7.7, 16.0
2011-12-04 03:30:00, 36.7918, -122.1065,  1.7, 213,  6.9,  9.1
2011-12-04 04:00:00, 36.7885, -122.0974,  2.1,  79, 11.2, 11.6
2011-12-04 04:30:00, 36.7854, -122.0881,  1.7,  62,  8.2,  8.5
2011-12-04 05:00:00, 36.7823, -122.0788,  2.1,  89, 11.6, 12.8
2011-12-04 05:30:00, 36.7864, -122.0752,  1.7,  50,  8.7, 14.2
2011-12-04 06:00:00, 36.7891, -122.0845,  1.3,  77,  7.0,  9.8
2011-12-04 06:30:00, 36.7924, -122.0942,  1.3,  49,  7.9, 12.8
2011-12-04 07:00:00, 36.7959, -122.1046,  1.4,  77,  7.5, 14.2
2011-12-04 07:30:00, 36.7999, -122.1166,  1.9,  85,  8.4, 12.8
2011-12-04 08:00:00, 36.8020, -122.1236,  2.0,  70,  8.2, 14.2
2011-12-04 08:30:00, 36.8032, -122.1260,  1.6,  84,  8.0, 12.8
2011-12-04 09:00:00, 36.8040, -122.1283,  1.7,  75,  7.5, 12.8
2011-12-04 09:30:00, 36.8047, -122.1302,  1.5,  86,  7.4, 14.2
2011-12-04 10:00:00, 36.8051, -122.1322,  1.7,  97,  9.3, 12.8
2011-12-04 10:30:00, 36.8058, -122.1340,  1.9,  74,  9.6, 12.8
2011-12-04 11:00:00, 36.8069, -122.1366,  1.7,  66,  7.7,  9.8
2011-12-04 11:30:00, 36.8082, -122.1405,  1.5,  58,  7.1, 14.2
2011-12-04 12:00:00, 36.8102, -122.1462,  1.6,  77,  6.4, 12.8
2011-12-04 12:30:00, 36.8125, -122.1533,  1.8,  75,  7.4, 11.6
2011-12-04 13:00:00, 36.8153, -122.1614,  1.6,  75,  8.9, 14.2
2011-12-04 13:30:00, 36.8103, -122.1619,  1.5,  73,  7.1,  7.5
2011-12-04 21:30:00, 36.7986, -122.1129,  1.6,  74,  8.3, 11.6
2011-12-04 22:00:00, 36.8025, -122.1240,  1.8,  60,  7.7, 12.8
2011-12-04 22:30:00, 36.8058, -122.1335,  2.0,  77,  9.0, 10.7
2011-12-04 23:00:00, 36.8085, -122.1417,  1.7,  77,  8.8, 16.0
2011-12-05 00:00:00, 36.8127, -122.1542,  1.5, 160,  6.9, 25.6
2011-12-05 01:30:00, 36.8075, -122.1531,  1.6,  71,  8.4, 14.2
2011-12-05 02:00:00, 36.8034, -122.1409,  1.5,  46,  7.7, 11.6
2011-12-05 02:30:00, 36.7993, -122.1289,  1.5,  67,  7.8, 10.7
2011-12-05 03:00:00, 36.7954, -122.1176,  1.6,  41,  7.2,  9.8
2011-12-05 03:30:00, 36.7917, -122.1066,  1.4,  43,  6.8, 10.7
2011-12-05 04:00:00, 36.7879, -122.0957,  1.5,  72,  7.0, 12.8
2011-12-05 04:30:00, 36.7843, -122.0850,  1.8,  52,  8.2, 10.7
2011-12-05 05:00:00, 36.7815, -122.0752,  1.6,  34,  7.4,  9.1
2011-12-05 05:30:00, 36.7861, -122.0755,  1.7,  62,  9.2, 12.8
2011-12-05 06:00:00, 36.7897, -122.0865,  2.0,  73, 10.7, 25.6
2011-12-05 06:30:00, 36.7942, -122.0993,  1.8,  94,  8.7, 16.0
2011-12-05 07:00:00, 36.7989, -122.1133,  1.9,  64,  9.3, 11.6
2011-12-05 07:30:00, 36.8033, -122.1263,  1.5,  68,  7.2, 10.7
2011-12-05 08:00:00, 36.8076, -122.1389,  1.7,  51,  7.3,  9.8
2011-12-05 08:30:00, 36.8102, -122.1465,  1.5,  63,  7.4, 10.7
2011-12-05 09:00:00, 36.8135, -122.1563,  1.4,  96,  7.0, 11.6
2011-12-05 09:30:00, 36.8127, -122.1655,  1.8,  64,  7.6, 11.6
2011-12-05 10:00:00, 36.8108, -122.1629,  1.5,  56,  7.5, 12.8
2011-12-05 10:30:00, 36.8100, -122.1601,  1.9,  68,  8.7,  9.1
2011-12-05 11:00:00, 36.8084, -122.1556,  1.6, 100,  7.3, 25.6
2011-12-05 17:30:00, 36.7900, -122.0872,  1.7, 229,  8.3, 18.3
2011-12-07 18:00:00, 36.7880, -122.1209,  0.9, 303,  8.2, 12.8
2011-12-07 18:30:00, 36.7798, -122.0997,  0.9, 279,  7.7, 11.6
2011-12-07 19:00:00, 36.7822, -122.1015,  1.6, 237,  9.7, 14.2
2011-12-07 19:30:00, 36.7871, -122.1068,  0.8, 315,  6.1,  6.7
2011-12-07 20:00:00, 36.7931, -122.1198,  0.9, 298,  6.6, 10.7
2011-12-07 20:30:00, 36.7992, -122.1319,  0.9, 285,  6.1, 11.6
2011-12-07 21:00:00, 36.8053, -122.1432,  0.8, 279,  7.5, 12.8
2011-12-07 21:30:00, 36.8104, -122.1530,  0.9, 201,  9.8, 14.2
2011-12-07 22:00:00, 36.8143, -122.1605,  0.8, 278,  7.6, 16.0
2011-12-07 22:30:00, 36.8117, -122.1659,  0.7, 295,  6.1, 11.6
2011-12-07 23:00:00, 36.8086, -122.1564,  0.8, 293,  5.7, 11.6
2011-12-07 23:30:00, 36.8048, -122.1468,  0.8, 263,  5.3, 11.6
2011-12-08 00:00:00, 36.7997, -122.1372,  0.9, 247,  5.3, 16.0
2011-12-08 00:30:00, 36.7932, -122.1244,  0.9,  90,  5.7, 14.2
2011-12-08 01:00:00, 36.7862, -122.1103,  0.9, 293,  4.7,  3.9
2011-12-08 01:30:00, 36.7795, -122.0969,  1.1, 288,  4.8,  4.7
2011-12-08 02:00:00, 36.7808, -122.0894,  1.2, 281,  4.1,  4.1
2011-12-08 02:30:00, 36.7857, -122.1036,  1.4, 296,  4.0,  4.3
2011-12-08 03:00:00, 36.7906, -122.1180,  1.2, 306,  3.8,  3.7
2011-12-08 03:30:00, 36.7952, -122.1318,  1.4, 303,  4.1,  4.3
2011-12-08 04:00:00, 36.8002, -122.1462,  1.4, 286,  3.8,  4.3
2011-12-08 04:30:00, 36.8056, -122.1617,  1.3, 313,  4.1,  4.1
2011-12-08 05:00:00, 36.8025, -122.1669,  1.4, 281,  4.6,  5.3
2011-12-08 05:30:00, 36.7981, -122.1543,  1.3, 310,  5.0,  5.3
2011-12-08 06:00:00, 36.7940, -122.1421,  1.4, 299,  5.5, 12.8
2011-12-08 06:30:00, 36.7898, -122.1300,  1.3, 274,  5.7,  5.8
2011-12-08 07:00:00, 36.7861, -122.1196,  1.1, 355,  5.4, 16.0
2011-12-08 07:30:00, 36.7836, -122.1120,  1.2, 290,  5.2,  5.3
2011-12-08 08:00:00, 36.7812, -122.1049,  1.2, 290,  5.3,  5.6
2011-12-08 08:30:00, 36.7791, -122.0991,  1.1, 303,  5.3,  5.6
2011-12-08 09:00:00, 36.7773, -122.0935,  1.1, 292,  5.7,  5.3
2011-12-08 09:30:00, 36.7787, -122.0890,  0.9, 252,  4.9, 14.2
2011-12-08 10:00:00, 36.7854, -122.1028,  1.1, 304,  4.3, 11.6
2011-12-08 10:30:00, 36.7926, -122.1238,  1.0, 253,  4.8, 14.2
2011-12-08 11:00:00, 36.8001, -122.1457,  1.1, 335,  5.2, 11.6
2011-12-08 11:30:00, 36.8075, -122.1677,  0.9, 302,  4.1, 14.2
2011-12-08 12:00:00, 36.8035, -122.1698,  1.0, 254,  5.5, 12.8
2011-12-08 12:30:00, 36.8024, -122.1669,  1.2, 309,  6.1, 12.8
2011-12-08 13:00:00, 36.8015, -122.1641,  1.0, 281,  5.7, 12.8
2011-12-08 13:30:00, 36.8004, -122.1612,  1.2, 275,  6.3, 12.8
2011-12-08 14:00:00, 36.7994, -122.1583,  1.1, 273,  6.0, 11.6
2011-12-08 14:30:00, 36.7985, -122.1553,  1.0, 317,  5.7, 14.2
2011-12-08 15:00:00, 36.7973, -122.1521,  1.0, 285,  6.3, 14.2
2011-12-08 15:30:00, 36.7961, -122.1486,  0.9, 303,  5.2, 12.8
2011-12-08 16:00:00, 36.7947, -122.1444,  0.9, 296,  5.5, 16.0
2011-12-08 16:30:00, 36.7929, -122.1387,  0.9, 305,  5.4, 11.6
2011-12-08 17:00:00, 36.7909, -122.1329,  1.1, 271,  5.8, 12.8
2011-12-08 17:30:00, 36.7887, -122.1268,  1.1, 303,  5.9, 12.8
2011-12-08 18:00:00, 36.7863, -122.1198,  0.9, 290,  4.9, 12.8
2011-12-08 18:30:00, 36.7838, -122.1125,  0.9, 281,  5.2, 11.6
2011-12-08 19:00:00, 36.7813, -122.1052,  0.9, 310,  4.7, 11.6
2011-12-08 19:30:00, 36.7788, -122.0980,  0.8, 277,  4.8, 12.8
2011-12-08 20:00:00, 36.7762, -122.0907,  0.9, 269,  6.0, 11.6
2011-12-08 20:30:00, 36.7824, -122.0943,  0.8, 291,  4.7, 10.7
2011-12-08 21:00:00, 36.7861, -122.1050,  1.0, 275,  6.3, 14.2
2011-12-08 21:30:00, 36.7895, -122.1153,  1.0, 306,  6.3, 10.7
2011-12-08 22:00:00, 36.7929, -122.1248,  0.9, 275,  5.1, 11.6
2011-12-08 22:30:00, 36.7963, -122.1344,  0.9, 104,  6.2, 12.8
2011-12-08 23:00:00, 36.7993, -122.1434,  1.0, 242,  5.2, 11.6
2011-12-08 23:30:00, 36.8025, -122.1531,  0.9, 297,  5.8, 10.7
2011-12-09 00:00:00, 36.8059, -122.1630,  1.0, 280,  6.8, 11.6
2011-12-09 00:30:00, 36.8031, -122.1701,  0.9, 322,  7.0, 14.2
2011-12-09 01:00:00, 36.7998, -122.1591,  1.0, 288,  6.5, 11.6
2011-12-09 01:30:00, 36.7965, -122.1498,  0.8, 276,  5.9, 12.8
2011-12-09 02:00:00, 36.7938, -122.1415,  1.3, 277,  6.9, 14.2
2011-12-09 02:30:00, 36.7910, -122.1336,  1.0, 262,  6.8, 12.8
